speechiness,key,time_signature,liveness,loudness,duration_ms,danceability,duration,valence,acousticness,spotify_id,volume_number,energy,tempo,instrumentalness,mode,number,artist,title
0.0303,10,4,0.111,-8.999,240800,0.685,236,0.517,0.709,spotify:track:2OT1u6a15DmFX7yMyTmAwb,12,0.351,109.771,0,1,14,Aaliyah,Miss You
0.0473,0,4,0.157,-6.849,218760,0.638,217,0.357,0.506,spotify:track:2T4rXDppGlcy2lLuF4IyHq,12,0.54,143.772,0,1,15,Amanda Perez,Angel
0.0298,9,4,0.0987,-4.939,235947,0.516,246,0.195,0.128,spotify:track:7LcA7GNjoHC2Z5wGbbVupx,12,0.567,136.135,0,1,16,Vanessa Carlton,Pretty Baby
0.0381,9,4,0.0698,-4.452,323467,0.646,222,0.525,0.127,spotify:track:0qup7d7G2WffwARHKrqT2x,12,0.887,110.964,0.000259,1,17,Keith Urban,Somebody Like You
0.0488,1,3,0.348,-3.318,238400,0.509,235,0.343,0.000671,spotify:track:1gyee1JuFFiP476LQpRMYU,12,0.843,140.055,0.000803,0,18,Chevelle,The Red
0.0634,1,4,0.174,-4.344,231200,0.363,230,0.389,0.00944,spotify:track:2HjgCn2M3oMHHOIBI8FWmS,12,0.916,182.131,0,1,19,Saliva,Always
0.033,7,4,0.104,-5.66,260507,0.496,254,0.344,0.00457,spotify:track:3WbphvawbMZ8FyqDxYGdSQ,12,0.765,74.072,0,1,20,3 Doors Down,When I'm Gone
0.381,1,4,0.204,-5.832,241307,0.748,207,0.629,0.214,spotify:track:7jRoWfRlLnGYEIEn4t4kbq,23,0.63,90.889,0,1,1,Fergie,London Bridge
0.0502,10,4,0.164,-6.065,242373,0.811,220,0.872,0.0526,spotify:track:3SwlakM6VX47IwG0Wll5ek,23,0.97,114.351,6.63e-05,0,2,Nelly Furtado featuring Timbaland,Promiscuous
0.361,2,4,0.312,-4.745,231293,0.511,226,0.491,0.19,spotify:track:2ICylmg7jCYdOWUFNa8VW7,23,0.813,210.877,0,1,3,Pussycat Dolls featuring Snoop Dogg,Buttons
0.0789,7,4,0.0519,-5.562,242733,0.967,241,0.965,0.0584,spotify:track:0O45fw2L5vsWpdsOdXwNAR,23,0.583,117,0,0,4,Justin Timberlake featuring Timbaland,SexyBack
0.222,7,4,0.103,-4.722,228907,0.862,226,0.501,0.00376,spotify:track:7huo2wvrCgRucUsjdSDLQV,23,0.742,127.91,0.00855,1,5,Christina Aguilera,Ain't No Other Man
0.341,7,4,0.0743,-4.941,240280,0.644,240,0.347,0.0071,spotify:track:423EcxblW9F4nnQkqcqMlK,23,0.746,105.253,1.22e-05,1,6,Beyoncé featuring Jay-Z,Déjà Vu
0.169,2,4,0.495,-5.559,226293,0.826,220,0.794,0.00798,spotify:track:6MBEjJlXQYXr8dfxDvZuoA,23,0.67,74.007,0,1,7,Cherish featuring Sean Paul of YoungBloodZ,Do It to It
0.188,4,4,0.0511,-5.318,272360,0.906,272,0.775,0.000172,spotify:track:4dPsNgPv3ne2A3map82xhK,23,0.636,84.011,4.83e-06,1,8,Kelis featuring Too Short,Bossy
0.286,7,4,0.12,-6.66,234133,0.786,232,0.593,0.0825,spotify:track:5hF2LnbkpnXCkksMSeWcxZ,23,0.511,80,0,1,9,Chingy featuring Tyrese,Pullin' Me Back
0.0453,8,4,0.0999,-11.52,198520,0.731,199,0.715,0.325,spotify:track:39NbYswuOtCUXSdtwoolsC,23,0.391,107.934,2.61e-06,0,10,Lyfe Jennings featuring LaLa Brown,S.E.X.
0.0433,8,4,0.0596,-6.417,220853,0.622,218,0.6,0.265,spotify:track:10aWGOqSDBqvNzJ9NeKDbK,23,0.503,93.984,0.000473,1,11,Ne-Yo,Sexy Love
0.0331,0,4,0.258,-8.466,226973,0.591,226,0.344,0.839,spotify:track:13xxBnXOuiBxVxJI458B0i,23,0.406,143.869,0,0,12,Rihanna,Unfaithful
0.0608,6,4,0.104,-5.032,221720,0.428,219,0.72,0.0123,spotify:track:6EEeAog1VBZ6FrYpJ2q3WF,23,0.781,82.353,1.47e-05,0,13,JoJo,Too Little Too Late
0.0318,4,4,0.0848,-6.325,232640,0.443,231,0.177,0.0838,spotify:track:6Gj3oHBAFYHlcLBHOXZ3oz,23,0.685,143.905,0,1,14,Nick Lachey,I Can't Hate You Anymore
0.124,10,3,0.13,-3.807,219067,0.412,217,0.435,0.0202,spotify:track:3Wb8aPlKSPSfHQa46DUlkt,23,0.92,113.343,0,1,15,Teddy Geiger,These Walls
0.0339,11,4,0.404,-3.878,201467,0.735,199,0.842,0.00525,spotify:track:1gFMesXcHHtIUhwzxYFOtz,23,0.86,124.052,0.000192,0,16,Jessica Simpson,A Public Affair
0.0403,0,4,0.12,-2.306,179813,0.537,163,0.822,0.000342,spotify:track:1pHP4JeQV9wDx87D6qH9hD,23,0.882,145.729,9.06e-05,1,17,OK Go,Here It Goes Again
0.0332,2,4,0.197,-5.344,261853,0.476,259,0.273,0.0328,spotify:track:40LQiUUUKXVGyNs09lHVjW,23,0.769,129.051,0,1,18,Hinder,Lips of an Angel
0.0309,6,4,0.107,-5.153,238173,0.518,236,0.306,0.000696,spotify:track:0G53JYumT2vVxRGOtROlXk,23,0.797,132.915,0,1,19,Nickelback,Far Away
0.0976,4,4,0.0663,-4.874,206227,0.48,205,0.702,0.201,spotify:track:30ZGbfPsjDNCgL21Qzciuj,23,0.933,167.976,0,1,20,Kenny Chesney,Summertime
0.101,0,4,0.0491,-2.104,221933,0.732,221,0.801,0.511,spotify:track:66TRwr5uJwPt15mfFkzhbi,26,0.724,140.13,0,1,1,Soulja Boy Tell 'Em,Crank That (Soulja Boy)
0.0411,8,4,0.591,-3.679,230120,0.612,196,0.933,0.0104,spotify:track:2NkDQv8y2DkoYQURdiZCOk,26,0.946,119.966,2.64e-06,0,2,Timbaland featuring Keri Hilson & D.O.E.,The Way I Are
0.0585,10,4,0.283,-6.243,444373,0.862,258,0.846,0.335,spotify:track:62cYasTwBy6Y7pstdSTmHu,26,0.707,121.259,0.000116,0,3,Justin Timberlake,LoveStoned
0.0372,1,4,0.281,-4.823,212280,0.741,211,0.711,0.00104,spotify:track:4Tn2llBm1g0UlWctmgPL8Z,26,0.816,132.949,0.0968,1,4,Rihanna,Shut Up and Drive
0.115,7,4,0.134,-6.761,223187,0.595,220,0.554,0.00344,spotify:track:3QFmH99wPoNdU2JHwKpajc,26,0.548,188.082,0,0,5,Chris Brown,Wall to Wall
0.0536,5,4,0.823,-6.091,271600,0.594,270,0.107,0.0121,spotify:track:4ImL3v98u2BLkwnyQDjfRm,26,0.614,79.968,0,0,6,Kanye West,Can't Tell Me Nothing
0.0967,11,4,0.209,-6.745,253573,0.605,253,0.579,0.291,spotify:track:0YkJU6TjjwzsVXUPRIO0DB,26,0.614,86.491,0,1,7,Fabolous featuring Ne-Yo,Make Me Better
0.0687,1,4,0.256,-6.075,225373,0.762,223,0.766,0.15,spotify:track:1hGy2eLcmC8eKx7qr1tOqx,26,0.661,130.009,0,0,8,Sean Kingston,Beautiful Girls
0.0504,5,4,0.058,-7.268,275107,0.684,228,0.722,0.17,spotify:track:6TlRNJaezOdzdECnQeRuMM,26,0.606,127.901,0,0,9,J. Holiday,Bed
0.0552,11,4,0.154,-4.326,222027,0.641,221,0.574,0.0102,spotify:track:27mhCGdAA8gM7b33KIiB3k,26,0.72,77.969,0,1,10,Baby Bash featuring T-Pain,Cyclone
0.0336,7,4,0.0955,-4.277,268120,0.712,254,0.288,0.239,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM,26,0.647,113.116,0,1,11,Fergie,Big Girls Don't Cry
0.0274,9,4,0.0762,-4.567,208493,0.691,206,0.493,0.00559,spotify:track:7FpoD2ZlcBSj05rEHSZoiB,26,0.749,140.014,0,1,12,Pink,Who Knew
0.0323,4,4,0.228,-3.921,240493,0.458,237,0.175,0.189,spotify:track:4kxND2rbPDrdb7Sgoo1Fbh,26,0.719,142.032,0,0,13,Avril Lavigne,When You're Gone
0.0633,2,4,0.0729,-3.714,190173,0.325,189,0.565,0.165,spotify:track:6V4y4uuMAxe2EYDIWNToaH,26,0.816,207.673,0,1,14,The Last Goodnight,Pictures of You
0.0288,2,4,0.103,-7.694,233280,0.502,230,0.332,0.838,spotify:track:3DWOTqMQGp5q75fnVsWwaN,26,0.43,103.804,1.98e-06,1,15,Plain White T's,Hey There Delilah
0.041,3,4,0.109,-2.595,204661,0.424,204,0.551,0.0172,spotify:track:7mXmxXLAnsvXKt4Q37KoMI,26,0.917,156.071,0,1,16,Daughtry,Over You
0.0386,0,4,0.343,-3.004,252040,0.616,252,0.684,0.0459,spotify:track:6n9yCXvLhnYMgJIiIcMu7D,26,0.91,144.073,0,1,17,Nickelback,Rockstar
0.0371,2,4,0.163,-4.68,209333,0.433,207,0.205,0.00838,spotify:track:3HE50TVRquwXe9yv2HFoNL,26,0.778,149.864,0,0,18,Three Days Grace,Never Too Late
0.0574,3,4,0.237,-2.248,203640,0.441,201,0.447,4.44e-05,spotify:track:40Fp6pxcS9l08kL1R50mR4,26,0.949,130.817,0,1,19,Lifehouse,First Time
0.0283,11,4,0.168,-6.9,330000,0.609,227,0.256,0.000109,spotify:track:7Hlw1WjUiqumRhWWT4k1lD,26,0.837,127.989,1.63e-05,1,20,Good Charlotte,I Don't Want to Be in Love (Dance Floor Anthem)
0.38,5,4,0.356,-4.737,200053,0.433,186,0.914,0.0072,spotify:track:476asboldJx73hXdKbBElQ,10,0.815,191.803,1.92e-06,0,1,Britney Spears,Overprotected (The Darkchild Remix)
0.034,9,4,0.089,-7.604,231480,0.768,229,0.966,0.0269,spotify:track:7MoKXLQeI0Bh2QodCjDO4K,10,0.55,126.013,0.578,0,2,Kylie Minogue,Can't Get You Out of My Head
0.0297,11,4,0.152,-5.288,208040,0.778,206,0.887,0.033,spotify:track:6KRi6CBUitENJB4HQbSVSD,10,0.851,125.993,0.00106,1,3,Enrique Iglesias,Escape
0.06,10,4,0.116,-5.745,230200,0.648,236,0.633,0.00336,spotify:track:142z71E6iBRYh6ple2AMXi,10,0.883,101.989,0,0,4,Marc Anthony,I've Got You
0.0907,0,4,0.0282,-5.213,253600,0.748,284,0.852,0.0866,spotify:track:6u5flhVFxKZrl9AApvf2SL,10,0.811,93.963,1.45e-05,0,5,*NSYNC featuring Nelly,Girlfriend (The Neptunes Remix)
0.157,10,4,0.154,-4.71,200200,0.843,171,0.791,0.0573,spotify:track:3wM5rX2XnwvTtXs58D2rKw,10,0.612,93.975,0.000305,0,6,Jennifer Lopez featuring Nas,I'm Gonna Be Alright (Trackmasters Remix)
0.0461,6,4,0.247,-5.198,289653,0.661,218,0.683,0.005,spotify:track:77mpDQeHuxUgaxPVcX4OfK,10,0.832,119.863,3.71e-06,0,7,Paulina Rubio,Don't Say Goodbye (Radio Edit)
0.108,11,4,0.383,-2.355,204360,0.829,202,0.914,0.199,spotify:track:0Odk0MFEwVOTj8sDOPO2Fo,10,0.982,129.897,0,0,8,Baha Men,Move It Like This
0.335,11,4,0.185,-6.046,230693,0.417,228,0.805,0.0622,spotify:track:7shelnJfOa5yGLzOpRRnKI,10,0.704,86.804,0,1,9,Aaliyah,More Than a Woman
0.0688,2,4,0.0592,-4.955,223293,0.855,186,0.903,0.0881,spotify:track:2nBY2iQvxOIXrdlJvg7ZPo,10,0.681,99.699,3.7e-06,1,10,B2K,Uh Huh
0.278,5,4,0.301,-6.007,245063,0.607,208,0.838,0.205,spotify:track:4hrae8atte6cRlSC9a7VCO,10,0.714,96.619,0,0,11,Ja Rule featuring Ashanti,Always on Time
,,,,,,,203,,,,10,,,,,12,Jade Anderson,Sugarhigh
0.189,11,3,0.0492,-6.444,254493,0.406,249,0.449,0.476,spotify:track:0QM7tqGYDPvYbMAwlbEvJD,10,0.765,101.954,0,0,13,Musiq Soulchild,Halfcrazy
0.0415,8,4,0.104,-5.328,224067,0.616,219,0.361,0.686,spotify:track:15f8Cv8RXUlOOCIf2oaceN,10,0.597,165.508,0,1,14,Shakira,Underneath Your Clothes
0.0352,11,4,0.227,-3.794,237440,0.56,235,0.336,0.314,spotify:track:6Qm9MaditCcx5V62rVHYqu,10,0.825,94.931,0,1,15,Vanessa Carlton,A Thousand Miles
0.0354,6,3,0.187,-9.869,341800,0.436,258,0.0594,0.722,spotify:track:1Hck0Y3AgGLIvv9pRuq3ti,10,0.333,119.483,9.61e-06,1,16,Celine Dion,A New Day Has Come
0.0267,2,4,0.183,-8.434,273213,0.623,213,0.365,0.0461,spotify:track:2AIsNkRfukTnsq2MtiECMh,10,0.569,112.039,0.638,1,17,Moby,We Are All Made of Stars
0.0415,0,4,0.187,-4.269,171533,0.582,169,0.846,0.000642,spotify:track:1fJFuvU2ldmeAm5nFIHcPP,10,0.914,95.597,0,1,18,Blink-182,First Date
0.0237,7,4,0.266,-7.226,255693,0.541,254,0.417,7.31e-05,spotify:track:7eYVOdiqYA0wcPhhOC1g92,10,0.505,77.119,0.00362,0,19,Lenny Kravitz,Stillness of Heart
0.0342,10,4,0.107,-5.032,223813,0.437,222,0.473,0.00109,spotify:track:0gmbgwZ8iqyMPmXefof8Yf,10,0.779,172.153,0,1,20,Nickelback,How You Remind Me
0.102,7,4,0.104,-8.942,301200,0.873,301,0.49,0.0788,spotify:track:1GrikfH0jDejDvrxo84n4P,1,0.591,123.091,0.0071,1,1,Janet Jackson,Together Again
0.0281,0,4,0.126,-5.534,214333,0.775,212,0.766,0.164,spotify:track:00WvmRXTkPBZNhhRK3xfdy,1,0.816,98.219,0,1,2,Backstreet Boys,As Long as You Love Me
0.0341,6,4,0.307,-5.66,257093,0.653,256,0.913,0.154,spotify:track:7IsEXPk6qqt30FfQv4SZMa,1,0.874,120.84,1.36e-05,0,3,Fastball,The Way
0.0432,7,4,0.284,-4.119,217267,0.351,215,0.508,0.00184,spotify:track:7cz70nyRXlCJOE85whEkgU,1,0.899,145.015,0.000116,1,4,Harvey Danger,Flagpole Sitta
0.0473,1,4,0.0837,-6.219,235973,0.726,236,0.76,0.0149,spotify:track:1yTQ39my3MoNROlFw3RDNy,1,0.679,107.02,1.49e-06,1,5,Spice Girls,Say You'll Be There
0.0309,1,4,0.0565,-8.834,331240,0.634,331,0.187,0.117,spotify:track:5GorFaKkP2mLREQvhSblIg,1,0.528,128,2.26e-06,1,6,K-Ci & JoJo,All My Life
0.115,1,4,0.239,-4.895,239693,0.703,294,0.554,0.276,spotify:track:6nC75SPjkzY3CGvBckFD0w,1,0.629,90.05,2.31e-05,1,7,All Saints,Never Ever (Single Edit)
0.0507,10,4,0.154,-4.056,263280,0.417,261,0.501,0.00131,spotify:track:7H5OQN4iv3cKE3ZNP5Mbct,1,0.946,95.245,0,0,8,Tonic,If You Could Only See
0.0681,9,4,0.0621,-6.664,238733,0.676,267,0.652,0.00639,spotify:track:2HNZxbvFvasRtlOJ9M6DgR,1,0.938,104.833,0.00383,1,9,Hanson,MMMBop
0.0837,8,4,0.157,-8.679,233039,0.568,233,0.906,0.175,spotify:track:1qmJbXpVLydNcN6VTR40GU,1,0.706,184.126,0,0,10,Cherry Poppin' Daddies,Zoot Suit Riot
0.241,11,4,0.203,-4.885,294960,0.848,294,0.891,0.0181,spotify:track:5AYqtxKZ5MIbb6BIKGiVLA,1,0.698,101.074,4.07e-06,0,11,Imajin,Shorty (You Keep Playin' with My Mind)
0.0317,6,4,0.0454,-8.607,273438,0.758,271,0.519,0.023,spotify:track:2gQ3lDcFYa3yFOkaw8PtuO,1,0.433,129.832,0.00133,1,12,Brian McKnight,Anytime
0.0402,1,4,0.416,-4.355,195040,0.764,196,0.91,0.00929,spotify:track:2ZCTP54O2dMSbVrdsg60to,1,0.948,129.967,0.0773,0,13,Aqua,Barbie Girl
0.026,7,4,0.172,-9.129,264067,0.36,261,0.311,0.0626,spotify:track:3SVAN3BRByDmHOhKyIDxfC,1,0.505,74.807,9.22e-05,1,14,Radiohead,Karma Police
0.0572,0,4,0.305,-3.189,236880,0.458,238,0.628,0.0279,spotify:track:14d9pTFIVWZN5hcrtfrgjc,1,0.9,169.639,0.00129,1,15,Everclear,I Will Buy You a New Life
0.0483,7,4,0.622,-5.066,221373,0.586,221,0.735,0.018,spotify:track:1OxcIUqVmVYxT6427tbhDW,1,0.872,159.925,0,1,16,Lenny Kravitz,Fly Away
0.0251,2,4,0.106,-9.159,173493,0.67,172,0.623,0.238,spotify:track:5mkGfmJGFZpwK9nA5amOhv,1,0.558,80.511,0,1,17,Marcy Playground,Sex & Candy
0.0355,10,4,0.139,-4.581,227760,0.719,227,0.606,0.0132,spotify:track:55qBw1900pZKfXJ6Q9A2Lc,36,0.804,119.999,3.02e-06,1,1,Katy Perry,Teenage Dream
0.0973,7,4,0.0828,-2.85,222160,0.666,219,0.67,0.03,spotify:track:5tXyNhNcsnn7HbcABntOSf,36,0.878,119.932,0,0,2,Usher featuring Pitbull,DJ Got Us Fallin' in Love
0.0283,5,4,0.112,-5.353,215200,0.725,211,0.759,4.62e-05,spotify:track:3ubtdCmWZIuX8FuRv3S3KX,36,0.672,125.042,0.00225,0,3,Ke$ha,Take It Off
0.108,4,4,0.374,-4.251,228240,0.648,224,0.786,0.0113,spotify:track:0H1OyEooZ5SzBYYdJEzxoy,36,0.908,131.147,0,0,4,Adam Lambert,If I Had You
0.0898,4,4,0.0263,-3.155,203867,0.75,216,0.819,0.00622,spotify:track:1DqdF42leyFIzqNDv9CjId,36,0.78,119.985,0,1,5,Taio Cruz,Dynamite
0.031,1,4,0.123,-6.129,237800,0.554,235,0.0945,0.0413,spotify:track:3ZdJffjzJWFimSQyxgGIxN,36,0.764,90,0,1,6,Nelly,Just a Dream
0.137,1,4,0.0772,-5.103,277013,0.644,274,0.226,0.0311,spotify:track:3QkXEz9TxApuk1JpDmeWnS,36,0.739,74.154,0,1,7,Chris Brown featuring Tyga and Kevin McCall,Deuces
0.343,8,4,0.347,-4.11,196133,0.549,193,0.782,0.0127,spotify:track:5uHYcK0nbEYgRaFTY5BqnP,36,0.932,82.439,0,0,8,B.o.B featuring Rivers Cuomo,Magic
0.261,8,4,0.284,-3.913,210853,0.542,208,0.325,0.00169,spotify:track:0NrwQdPgOlLkVEC3VMlU42,36,0.916,130.044,9.42e-06,1,9,David Guetta featuring Kid Cudi,Memories
0.0445,4,4,0.2,-4.799,216200,0.698,206,0.719,0.000416,spotify:track:6KBYk8OFtod7brGuZ3Y67q,36,0.828,102.971,0,0,10,Maroon 5,Misery
0.0506,5,4,0.363,-5.5,212293,0.486,210,0.793,0.000392,spotify:track:1fBl642IhJOE5U319Gy2Go,36,0.831,148.026,0,1,11,Neon Trees,Animal
0.0352,2,4,0.121,-6.199,224693,0.515,222,0.393,0.098,spotify:track:1NhPKVLsHhFUHIOZ32QnS2,36,0.767,148.024,0,1,12,OneRepublic,Secrets
0.0351,1,4,0.0574,-4.172,207493,0.676,205,0.819,0.461,spotify:track:3VA8T3rNy5V24AXxNK5u9E,36,0.762,119.003,0,1,13,Sara Bareilles,King of Anything
0.0272,4,3,0.143,-6.607,267653,0.452,264,0.213,0.144,spotify:track:7JIuqL4ZqkpfGKQhYlrirs,36,0.563,137.715,0,1,14,Paramore,The Only Exception
0.0342,10,4,0.0809,-5.52,240213,0.43,237,0.352,0.0465,spotify:track:21RRhjnMsrvQpeQ10ptSBZ,36,0.703,149.873,0,1,15,Daughtry,September
0.0996,1,4,0.0565,-4.702,247587,0.62,256,0.83,0.322,spotify:track:0JcKdUGNR7zI4jJDLyYXbi,36,0.799,168.024,0,1,16,Sugarland,Stuck Like Glue
0.0972,7,4,0.284,-4.315,206120,0.437,200,0.518,0.0171,spotify:track:0nbaoA1FPNt1tRnbXB6FFa,36,0.913,167.861,0,1,17,Sick Puppies,Maybe
0.0358,9,4,0.0789,-4.345,221373,0.591,217,0.784,0.04,spotify:track:7mb6bXx6FpyZxd37Ldz37q,36,0.881,92.278,0.00287,1,18,Free Energy,Bang Pop
0.0288,2,4,0.142,-13.432,143133,0.589,140,0.236,0.587,spotify:track:3Bse3ExYet32iYI3KAzvSf,36,0.262,116.138,4.21e-06,1,19,The Secret Sisters,Tennessee Me
0.0298,7,4,0.152,-12.138,263973,0.474,255,0.628,0.0225,spotify:track:1OtWwtGFPXVhdAVKZHwrNF,36,0.343,114.877,0.00704,1,20,Elvis Presley,Suspicious Minds (Live In Concert)
0.41,1,4,0.775,-2.027,254027,0.514,240,0.614,0.0559,spotify:track:2Mpj1Ul5OFPyyP4wB62Rvi,7,0.911,161.109,0,0,1,Destiny's Child,Survivor
0.0867,2,3,0.104,-3.288,330027,0.752,262,0.685,0.0178,spotify:track:0UdqZQEbRWTkNXlh5kl2L8,7,0.925,113.528,0.125,1,2,Janet Jackson,All for You
0.0767,2,4,0.11,-6.618,184120,0.703,211,0.917,0.0554,spotify:track:4PRB8Cs2ONx4VcVv0rFSwj,7,0.75,95.029,0.000131,0,3,Samantha Mumba,"Baby, Come Over (This Is Our Night)"
0.0828,5,4,0.223,-3.749,219893,0.688,218,0.835,0.0161,spotify:track:19MsMKqidf4Iufr9gyu996,7,0.945,109.022,0.00466,0,4,Mandy Moore,In My Pocket
0.162,1,4,0.0361,-4.229,211493,0.775,210,0.893,0.0303,spotify:track:7fFCnttacpotkyhTOxKv14,7,0.729,104.719,0.00247,0,5,Jennifer Lopez,Play
0.0772,10,4,0.331,-3.318,204800,0.696,233,0.734,0.117,spotify:track:1mxTCArq9EhSg4QPGqhjhT,7,0.874,104.196,0,0,6,Backstreet Boys,The Call (Neptunes Remix)
0.124,6,4,0.269,-5.465,283533,0.656,221,0.614,0.00395,spotify:track:3OWsm3HE35S9x3fgY8tbgh,7,0.724,185.748,4.98e-05,0,7,3LW,Playas Gon' Play
0.0479,7,4,0.247,-6.625,291782,0.854,253,0.758,0.0668,spotify:track:06iMqWThw4w8fTFyccvOwr,7,0.692,101.865,0,1,8,Nelly featuring City Spud,Ride wit Me
0.215,7,4,0.0302,-5.394,212173,0.913,212,0.708,0.193,spotify:track:0xwBnVDGM7t5rjDN7AWqx0,7,0.864,97.975,2.52e-05,1,9,Mystikal featuring Nivea,Danger (Been So Long)
0.182,10,4,0.0411,-5.578,241400,0.92,265,0.806,0.0103,spotify:track:77S8pBH3ilaDIPmTJkRNQn,7,0.487,92.836,0,0,10,R. Kelly featuring Jay-Z and Boo & Gotti,Fiesta Remix
0.116,8,4,0.0674,-4.278,229933,0.909,223,0.873,0.243,spotify:track:3RmKpob8xzv1pzHEQrMJah,7,0.539,90.038,0,0,11,Eve featuring Gwen Stefani,Let Me Blow Ya Mind
0.24,7,4,0.418,-7.053,175560,0.732,170,0.833,0.278,spotify:track:1tJkic0TURTCXw3rBhYgWu,7,0.793,95.918,0,1,12,City High,What Would You Do?
0.0417,4,4,0.273,-6.567,230933,0.632,230,0.709,0.159,spotify:track:3OitWDgR4SzAUOm3TBmvhw,7,0.756,138.96,0,1,13,Britney Spears,Don't Let Me Be the Last to Know
0.0329,2,4,0.128,-6.279,284760,0.55,283,0.459,0.354,spotify:track:46n2EGFnPC3tzWCN1Aqe26,7,0.587,165.975,0,1,14,NSYNC,This I Promise You
0.0283,5,4,0.0923,-5.481,240640,0.642,240,0.456,0.487,spotify:track:1rzssdgfZiGs7VAMsYN9SF,7,0.547,122.951,0,1,15,S Club 7,Never Had a Dream Come True
0.0352,1,4,0.0716,-4.95,216067,0.531,215,0.39,0.000983,spotify:track:0wqOReZDnrefefEsrIGeR4,7,0.855,124.578,0,1,16,Lifehouse,Hanging by a Moment
0.0539,9,4,0.0824,-4.033,214333,0.517,214,0.642,0.005,spotify:track:4iihDHIoKZdOeOW1kFDUtR,7,0.89,118.009,1.47e-05,1,17,Aerosmith,Jaded
0.0265,2,4,0.128,-4.891,190733,0.618,190,0.857,0.0852,spotify:track:08MAEdQe0KjcOuSwajYkA1,7,0.871,134.475,0,1,18,Evan and Jaron,From My Head to My Heart
0.0745,10,4,0.335,-1.886,188840,0.389,188,0.594,0.000406,spotify:track:1UkMAtLU8NxsddE7j4zXGO,7,0.959,151.334,1.09e-05,1,19,American Hi-Fi,Flavor of the Weak
0.121,4,4,0.0471,-7.105,226864,0.904,180,0.809,0.0311,spotify:track:0UaMYEvWZi0ZqiDOoHU3YI,20,0.813,125.461,0.00697,0,1,Missy Elliott featuring Ciara and Fat Man Scoop,Lose Control
0.0645,5,4,0.472,-2.73,239773,0.691,241,0.587,0.00877,spotify:track:4MtDnnAJ1AtWit10FRmZdW,20,0.929,130.899,0,0,2,The Black Eyed Peas,Don't Phunk with My Heart
0.0888,1,4,0.0992,-3.709,272080,0.879,216,0.583,0.00603,spotify:track:1gZ7i4qxXkHZb1r6eioaAP,20,0.643,120.012,1.42e-06,1,3,The Pussycat Dolls featuring Busta Rhymes,Don't Cha
0.201,7,4,0.0944,-8.32,246960,0.768,213,0.474,0.000228,spotify:track:4TsmezEQVSZNNPv5RJ65Ov,20,0.641,98.974,0.000571,1,4,Rihanna,Pon de Replay
0.264,1,4,0.14,-4.074,329627,0.69,238,0.779,0.257,spotify:track:6VixoRqnikN4QqegoKUSbH,20,0.877,92.165,0,0,5,Ludacris featuring Bobby Valentino,Pimpin' All Over the World
0.155,6,4,0.0746,-8.389,205640,0.547,205,0.504,0.0504,spotify:track:5dLvErR6RBbMMvGuDMdur2,20,0.594,81.9,0,1,6,Bow Wow featuring Ciara,Like You
0.373,7,4,0.185,-9.139,282093,0.781,282,0.682,0.00447,spotify:track:5a4AQWs84xeEyYUd1iC2Pn,20,0.625,83.024,0,1,7,"Dem Franchize Boyz featuring Jermaine Dupri, Da Brat and Bow Wow",I Think They Like Me (Remix)
0.197,11,4,0.235,-7.043,245400,0.605,243,0.468,0.286,spotify:track:6uYAPqxP69zfpCbsTHXgiz,20,0.584,125.802,0,0,8,Destiny's Child,Cater 2 U
0.382,1,4,0.127,-11.232,233440,0.446,223,0.656,0.657,spotify:track:2mp3sLUNQaJ025Lx5f4AAJ,20,0.401,82.942,0,1,9,Lyfe Jennings,Must Be Nice
0.134,5,4,0.0741,-6.424,216467,0.75,215,0.812,0.0312,spotify:track:1FxVJmIN4ANEGm458yw3Ig,20,0.602,97.01,0,1,10,Natasha Bedingfield,"These Words (I Love You, I Love You)"
0.0382,9,4,0.197,-4.682,198973,0.548,195,0.471,0.00165,spotify:track:0AKAxdNkwq9ZxRdW1DN9zW,20,0.889,90.048,0.00109,1,11,Kelly Clarkson,Behind These Hazel Eyes
0.0305,9,4,0.098,-9.238,271040,0.558,268,0.193,0.844,spotify:track:5KqEPvurLuOoV64tNylPO6,20,0.268,144.712,0,0,12,D.H.T. featuring Edmée,Listen to Your Heart
0.0348,2,4,0.0804,-3.506,231187,0.709,232,0.629,0.000269,spotify:track:17lJlBTeJZEC5r4m8kqrE4,20,0.555,106,0,1,13,Backstreet Boys,Just Want You to Know
0.0395,9,4,0.0769,-1.6,234147,0.571,230,0.725,0.00509,spotify:track:1JURww012QnWAw0zZXi6Aa,20,0.89,110.958,0,1,14,The Click Five,Just the Girl
0.0453,0,4,0.689,-2.871,215000,0.413,215,0.759,0.0783,spotify:track:0vek0LcCbvcMtj0GkXMMJy,20,0.942,123.085,0.000412,1,15,Franz Ferdinand,Do You Want To
0.161,5,4,0.187,-3.735,196093,0.542,195,0.718,0.107,spotify:track:1yKu2MhpwzDXXH2tzG6xoa,20,0.819,175.711,0,1,16,Weezer,Beverly Hills
0.0794,7,4,0.163,-4.741,229093,0.499,226,0.692,0.00898,spotify:track:2TfSHkHiFO4gRztVIkggkE,20,0.824,161.977,0,1,17,Fall Out Boy,"Sugar, We're Goin' Down"
0.0267,7,3,0.169,-7.703,195493,0.461,207,0.35,0.1,spotify:track:7L605WhF5EGf34ggj87yK6,20,0.446,139.868,0,1,18,Lifehouse,You and Me
